School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Borough Name,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
2013-14,K650,,257 NORTH  6 STREET CONSOLIDATED LOCATION,,257 NORTH  6 STREET,K,14,"1,736",257 NORTH  6 STREET CONSOLIDATED LOCATION,3,Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION,1,8,24,5,4,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,BROOKLYN ,11211,40.715073,-73.954754,1,33,519,3062135,3023300011,North Side-South Side                                                      
2013-14,K655,15K447,The Math & Science Exploratory School,K447,345 DEAN STREET,K,15,514,345 DEAN STREET CONSOLIDATED LOCATION,2,The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11217,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K655,15K656,Brooklyn High School of the Arts,K656,345 DEAN STREET,K,15,815,345 DEAN STREET CONSOLIDATED LOCATION,2,The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11217,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K655,,345 DEAN STREET CONSOLIDATED LOCATION,,345 DEAN STREET,K,15,"1,329",345 DEAN STREET CONSOLIDATED LOCATION,2,The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION,1,8,3,7,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11217,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K660,19K660,W. H. Maxwell Career and Technical Education High,K660,145 PENNSYLVANIA AVENUE,K,19,463,,1,W. H. Maxwell Career and Technical Education High,0,8,12,0,6,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.674135,-73.89643,5,37,1144,3083660,3037040001,East New York (Pennsylvania Ave)                                           
2013-14,K721,21K690,Brooklyn Studio Secondary School,K690,8310 21ST AVENUE,K,21,902,,1,Brooklyn Studio Secondary School,0,3,4,1,1,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11214,40.604879,-73.994404,11,47,288,3165232,3063290032,Bensonhurst West                                                           
2013-14,K722,75K721,P.S. K721 - Brooklyn Occupational Training Center,K721,64 AVENUE X,K,21,478,,1,P.S. K721 - Brooklyn Occupational Training Center,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11223,40.589317,-73.98131,13,47,308,3385667,3071850020,Gravesend                                                                  
2013-14,K728,21K728,Liberation Diploma Plus,K728,2865 WEST 19TH STREET,K,21,196,,1,Liberation Diploma Plus,0,2,3,2,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11224,40.577208,-73.985953,13,47,326,3329331,3070200039,Seagate-Coney Island                                                       
2013-14,K735,22K245,P.S. 245,K245,249 EAST 17TH STREET,K,22,296,,1,P.S. 245,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11226,40.645016,-73.963208,14,40,512,3117584,3051210032,Flatbush                                                                   
2013-14,K763,15K118,The Maurice Sendak Community School,K118,211 8TH STREET,K,15,82,,1,The Maurice Sendak Community School,0,0,0,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11215,40.670764,-73.987787,6,39,137,3021840,3009980001,Park Slope-Gowanus                                                         
2013-14,K778,14K685,El Puente Academy for Peace and Justice,K685,250 HOOPER STREET,K,14,225,,1,El Puente Academy for Peace and Justice,0,1,0,1,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11211,40.705898,-73.955611,1,33,529,3379706,3022070002,Williamsburg                                                               
2013-14,K781,15K529,West Brooklyn Community High School,K529,1053 41ST STREET,K,15,215,,1,West Brooklyn Community High School,0,1,0,1,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11219,40.642834,-73.992948,12,39,110,3328583,3055870038,Sunset Park East                                                           
2013-14,K798,19K065,P.S. 065,K065,696 JAMAICA AVENUE,K,19,644,,1,P.S. 065,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11208,40.687145,-73.878547,5,37,117601,3397004,3041020019,Cypress Hills-City Line                                                    
2013-14,K804,15K519,Cobble Hill School of American Studies,K519,347 BALTIC STREET,K,15,571,,1,Cobble Hill School of American Studies,3,3,4,1,5,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11201,40.684524,-73.990993,6,33,69,3006356,3003970011,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2014-15,K319,14K319,P.S. 319,K319,360 KEAP STREET,K,14,142,,1,P.S. 319,0,0,0,0,0,2C,1-250,0.36,0.76,1.17,0.64,0.37,BROOKLYN ,11211,40.709674,-73.954217,1,34,527,3063189,3024240001,North Side-South Side                                                      
2013-14,K805,13K350,Urban Assembly High School of Music and Art,K350,49 FLATBUSH AVENUE EXTENSION,K,13,394,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11201,40.697339,-73.985016,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K805,13K419,"Science Skills Center High School for Science, Tec",K419,49 FLATBUSH AVENUE EXTENSION,K,13,537,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11201,40.697339,-73.985016,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K805,13K439,Brooklyn International High School,K439,49 FLATBUSH AVENUE EXTENSION,K,13,343,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11201,40.697339,-73.985016,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K805,,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,,49 FLATBUSH AVENUE EXTENSION,K,13,"1,274",49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",3,9,9,5,4,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11201,40.697339,-73.985016,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K806,15K530,Metropolitan Corporate Academy High School,K530,362 SCHERMERHORN STREET,K,15,31,362 SCHERMERHORN STREET CONSOLIDATED LOCATION,2,Metropolitan Corporate Academy High School |  Khalil Gibran International Academy |  362 SCHERMERHORN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11217,40.686499,-73.979649,2,33,39,3331754,3001740001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K806,15K592,Khalil Gibran International Academy,K592,362 SCHERMERHORN STREET,K,15,97,362 SCHERMERHORN STREET CONSOLIDATED LOCATION,2,Metropolitan Corporate Academy High School |  Khalil Gibran International Academy |  362 SCHERMERHORN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11217,40.686499,-73.979649,2,33,39,3331754,3001740001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K806,,362 SCHERMERHORN STREET CONSOLIDATED LOCATION,,362 SCHERMERHORN STREET,K,15,128,362 SCHERMERHORN STREET CONSOLIDATED LOCATION,2,Metropolitan Corporate Academy High School |  Khalil Gibran International Academy |  362 SCHERMERHORN STREET CONSOLIDATED LOCATION,2,0,1,2,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11217,40.686499,-73.979649,2,33,39,3331754,3001740001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2013-14,K814,19K089,P.S. 089 Cypress Hills,K089,265 WARWICK STREET,K,19,446,,1,P.S. 089 Cypress Hills,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.677697,-73.886936,5,37,1170,3397079,3039520047,East New York                                                              
2013-14,K819,19K409,East New York Family Academy,K409,2057 LINDEN BOULEVARD,K,19,468,,1,East New York Family Academy,0,0,1,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.661072,-73.886942,5,42,1104,3097444,3043280015,East New York                                                              
2013-14,K824,17K489,W.E.B. Dubois Academic High School,K489,402 EASTERN PARKWAY,K,17,131,402 EASTERN PARKWAY CONSOLIDATED LOCATION,2,W.E.B. Dubois Academic High School|ALC- W.E.B Dubois|402 EASTERN PARKWAY CONSOLIDATION LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11225,40.6701,-73.954972,9,35,323,3032886,3012670001,Crown Heights South                                                        
2013-14,K824,88K981      ,ALC- W.E.B Dubois,K981,402 EASTERN PARKWAY,K,17,,402 EASTERN PARKWAY CONSOLIDATED LOCATION,2,W.E.B. Dubois Academic High School|ALC- W.E.B Dubois|402 EASTERN PARKWAY CONSOLIDATION LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11225,40.6701,-73.954972,9,35,323,3032886,3012670001,Crown Heights South                                                        
2013-14,K824,,402 EASTERN PARKWAY CONSOLIDATED LOCATION,,402 EASTERN PARKWAY,K,17,131,402 EASTERN PARKWAY CONSOLIDATED LOCATION,2,W.E.B. Dubois Academic High School|ALC- W.E.B Dubois|402 EASTERN PARKWAY CONSOLIDATION LOCATION,1,1,1,2,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11225,40.6701,-73.954972,9,35,323,3032886,3012670001,Crown Heights South                                                        
2013-14,K825,15K698,South Brooklyn Community High School,K698,173 CONOVER STREET,K,15,163,,1,South Brooklyn Community High School,0,0,1,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11231,40.677969,-74.014363,6,38,53,3398190,3005750003,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K834,15K418,The Children's School,K418,512 CARROLL STREET,K,15,333,512 CARROLL STREET CONSOLIDATED LOCATION,2,P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11215,40.676668,-73.985258,6,39,119,3007707,3004550001,Park Slope-Gowanus                                                         
2013-14,K834,75K372,P.S. 372 -The Children's School,K372,512 CARROLL STREET,K,15,186,512 CARROLL STREET CONSOLIDATED LOCATION,2,P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11215,40.676668,-73.985258,6,39,119,3007707,3004550001,Park Slope-Gowanus                                                         
2013-14,K834,,512 CARROLL STREET CONSOLIDATED LOCATION,,512 CARROLL STREET,K,15,519,512 CARROLL STREET CONSOLIDATED LOCATION,2,P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION,0,0,1,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11215,40.676668,-73.985258,6,39,119,3007707,3004550001,Park Slope-Gowanus                                                         
2013-14,K843,75K004,P.S. K004,K004,530 STANLEY AVENUE,K,19,365,,1,P.S. K004,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.657212,-73.888852,5,42,1104,3324010,3043690001,East New York                                                              
2013-14,K845,15K295,P.S. 295,K295,330 18 STREET,K,15,509,330 18 STREET CONSOLIDATED LOCATION,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11215,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           
2013-14,K845,15K443,New Voices School of Academic & Creative Arts,K443,330 18 STREET,K,15,531,330 18 STREET CONSOLIDATED LOCATION,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11215,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           
2013-14,K845,,330 18 STREET CONSOLIDATED LOCATION,,330 18 STREET,K,15,"1,040",330 18 STREET CONSOLIDATED LOCATION,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,0,0,1,0,0,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BROOKLYN ,11215,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           
2013-14,K849,22K134,P.S. K134,K134,4001 18 AVENUE,K,22,534,,1,P.S. K134,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11218,40.63228,-73.973898,14,44,480,3127692,3054160048,Flatbush                                                                   
2013-14,K852,22K326,P.S. 326,K326,1800 UTICA AVENUE,K,22,219,,1,P.S. 326,0,0,0,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11234,40.628659,-73.92793,18,45,728,3215550,3077750001,Flatlands                                                                  
2013-14,K857,75K036,P.S. 36,K036,2045 LINDEN BOULEVARD,K,19,262,,1,P.S. 36,0,2,1,1,1,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.660134,-73.887023,5,42,1104,3097429,3043270024,East New York                                                              
2013-14,K860,18K673,East Brooklyn Community High School,K673,9517 KINGS HIGHWAY,K,18,187,,1,East Brooklyn Community High School,2,2,1,4,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11212,40.65911,-73.920368,17,41,886,3101218,3046500015,Rugby-Remsen Village                                                       
2013-14,K864,22K361,P.S. 361 East Flatbush Early Childhood School,K361,3109 NEWKIRK AVENUE,K,22,643,,1,P.S. 361 East Flatbush Early Childhood School,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11226,40.640066,-73.947253,17,45,830,3112334,3049650001,East Flatbush-Farragut                                                     
2013-14,K865,32K556,Bushwick Leaders High School for Academic Excellen,K556,797 BUSHWICK AVENUE,K,32,360,,1,Bushwick Leaders High School for Academic Excellen,0,1,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11221,40.695056,-73.92814,4,34,393,3073761,3032420001,Bushwick South                                                             
2013-14,K894,84K395      ,Roads Charter School I,K395,1495 HERKIMER STREET,K,23,,1495 HERKIMER STREET CONSOLIDATED LOCATION,2,Aspirations Diploma Plus High School| Roads Charter School I| 1495 HERKIMER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.67715,-73.903953,16,37,367,3042309,3015540016,Ocean Hill                                                                 
2013-14,K894,23K646,Aspirations Diploma Plus High School,K646,1495 HERKIMER STREET,K,23,241,1495 HERKIMER STREET CONSOLIDATED LOCATION,2,Aspirations Diploma Plus High School| Roads Charter School I| 1495 HERKIMER STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.67715,-73.903953,16,37,367,3042309,3015540016,Ocean Hill                                                                 
2013-14,K894,,1495 HERKIMER STREET CONSOLIDATED LOCATION,,1495 HERKIMER STREET,K,23,241,1495 HERKIMER STREET CONSOLIDATED LOCATION,2,Aspirations Diploma Plus High School| Roads Charter School I| 1495 HERKIMER STREET CONSOLIDATED LOCATION,2,5,2,5,2,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11207,40.67715,-73.903953,16,37,367,3042309,3015540016,Ocean Hill                                                                 
2013-14,K902,75K077,P.S. K077,K077,62 PARK PLACE,K,13,287,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11217,40.678983,-73.976497,6,39,12902,3259250,3009410050,Park Slope-Gowanus                                                         
2013-14,M089,02M089,P.S. 89,M089,201 WARREN STREET,M,2,472,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,MANHATTAN,10282,40.716668,-74.013542,1,1,31703,1085568,1000160220,Battery Park City-Lower Manhattan                                          
2013-14,K902,13K266,M.S. K266 - Park Place Community Middle School,K266,62 PARK PLACE,K,13,142,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11217,40.678983,-73.976497,6,39,12902,3259250,3009410050,Park Slope-Gowanus                                                         
2013-14,K902,,62 PARK PLACE CONSOLIDATED LOCATION,,62 PARK PLACE,K,13,429,62 PARK PLACE CONSOLIDATED LOCATION,2,P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School,1,1,2,0,1,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11217,40.678983,-73.976497,6,39,12902,3259250,3009410050,Park Slope-Gowanus                                                         
2013-14,K907,17K568,Brownsville Academy High School,K568,1150 EAST NEW YORK AVENUE,K,17,203,,1,Brownsville Academy High School,1,3,6,4,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11212,40.666518,-73.924057,16,41,900,3080779,3035080012,Brownsville                                                                
2013-14,K909,13K499,ACORN Community High School,K499,561 GRAND AVENUE,K,13,623,,1,ACORN Community High School,3,2,9,2,2,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11238,40.678488,-73.962105,8,35,305,3027982,3011410005,Crown Heights North                                                        
2013-14,K913,32K545,EBC High School for Public Service - Bushwick,K545,1155 DEKALB AVENUE,K,32,513,,1,EBC High School for Public Service - Bushwick,0,2,2,1,1,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11221,40.694507,-73.929107,4,34,393,3073462,3032300027,Bushwick South                                                             
2013-14,K914,13K670,Benjamin Banneker Academy,K670,71-77 CLINTON AVENUE,K,13,907,,1,Benjamin Banneker Academy,0,2,1,2,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11205,40.695332,-73.969243,2,35,191,3054323,3018880034,Clinton Hill                                                               
2013-14,K917,22K555,Brooklyn College Academy,K555,350 CONEY ISLAND AVENUE,K,15,618,,1,Brooklyn College Academy,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11218,40.649404,-73.971736,7,39,504,3328370,3053220069,Windsor Terrace                                                            
2013-14,K932,07X695,Passages Academy at Belmont(BN),X695,631 Belmont Ave.,X,19,485,,1,Passages Academy at Belmont(BN),4,1,1,0,5,3C,251-500,0.35,1.06,1.09,0.73,0.5,,,,,,,,,,
2013-14,K971,20K971,"School of Math, Science, and Healthy Living",K971,6214 4TH AVENUE,K,20,288,,1,"School of Math, Science, and Healthy Living",0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11220,40.639571,-74.01976,7,38,72,3143927,3057990038,Sunset Park West                                                           
2013-14,K987,16K498,Brooklyn High School for Law and Technology,K498,1396 BROADWAY,K,16,518,,1,Brooklyn High School for Law and Technology,0,11,5,7,2,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11221,40.688831,-73.920906,3,41,375,3039676,3014820001,Stuyvesant Heights                                                         
2013-14,K994,13K595,Bedford Academy High School,K595,1119 BEDFORD AVENUE,K,13,361,,1,Bedford Academy High School,0,1,2,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11216,40.68538,-73.954302,3,36,243,3329679,3018120001,Bedford                                                                    
2013-14,L001,75Q256,P.S. Q256,Q256,525 CONVENT ROAD,O,0,478,,1,P.S. Q256,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,,,,,,,,,,
2013-14,M001,02M001,P.S. 001 Alfred E. Smith,M001,8 HENRY STREET,M,2,496,,1,P.S. 001 Alfred E. Smith,1,0,0,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,MANHATTAN,10038,40.71276,-73.997489,3,1,27,1003375,1002790040,Chinatown                                                                  
2013-14,M002,02M002,P.S. 002 Meyer London,M002,122 HENRY STREET,M,2,822,,1,P.S. 002 Meyer London,0,1,1,1,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,MANHATTAN,10002,40.713273,-73.991339,3,1,6,1003248,1002730001,Lower East Side                                                            
2013-14,M003,02M003,P.S. 003 Charrette School,M003,490 HUDSON STREET,M,2,808,,1,P.S. 003 Charrette School,0,2,0,2,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,MANHATTAN,10014,40.732593,-74.006466,2,3,73,1009872,1005850041,West Village                                                               
2013-14,M004,06M004,P.S. 004 Duke Ellington,M004,500 WEST 160 STREET,M,6,730,,1,P.S. 004 Duke Ellington,0,1,0,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,MANHATTAN,10032,40.834899,-73.941085,12,7,245,1062792,1021180022,Washington Heights South                                                   
2013-14,M005,06M005,P.S. 005 Ellen Lurie,M005,3703 TENTH AVENUE,M,6,674,,1,P.S. 005 Ellen Lurie,0,0,1,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,MANHATTAN,10034,40.85899,-73.922894,12,10,299,1084201,1021500030,Marble Hill-Inwood                                                         
2013-14,M006,02M006,P.S. 006 Lillie D. Blake,M006,45 EAST  81 STREET,M,2,751,,1,P.S. 006 Lillie D. Blake,0,0,0,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,MANHATTAN,10028,40.777455,-73.960713,8,4,142,1046668,1014930021,Upper East Side-Carnegie Hill                                              
2013-14,M007,04M007,P.S. 007 Samuel Stern,M007,160 EAST 120 STREET,M,4,391,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,MANHATTAN,10035,40.801007,-73.939349,11,8,196,1083501,1017680021,East Harlem North                                                          
2013-14,M007,04M406,Global Technology Preparatory,M406,160 EAST 120 STREET,M,4,178,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,MANHATTAN,10035,40.801007,-73.939349,11,8,196,1083501,1017680021,East Harlem North                                                          
2013-14,M007,,160 EAST 120 STREET CONSOLIDATED LOCATION,,160 EAST 120 STREET,M,4,569,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,1,2,0,2,1,4C,501-750,0.33,1.32,1.76,0.83,0.59,MANHATTAN,10035,40.801007,-73.939349,11,8,196,1083501,1017680021,East Harlem North                                                          
2013-14,M009,03M009,P.S. 009 Sarah Anderson,M009,100 WEST  84 STREET,M,3,648,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,MANHATTAN,10024,40.785287,-73.97343,7,6,169,1032119,1012140029,Upper West Side                                                            
2013-14,M009,03M243,M.S. 243 Center School,M243,100 WEST  84 STREET,M,3,229,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,MANHATTAN,10024,40.785287,-73.97343,7,6,169,1032119,1012140029,Upper West Side                                                            
2013-14,M009,,100 WEST  84 STREET CONSOLIDATED LOCATION,,100 WEST  84 STREET,M,3,877,100 WEST  84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,MANHATTAN,10024,40.785287,-73.97343,7,6,169,1032119,1012140029,Upper West Side                                                            
2013-14,M010,05M499,Frederick Douglass Academy,M499,2581 7TH AVENUE,M,5,"1,489",,1,Frederick Douglass Academy,0,10,8,6,3,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,MANHATTAN,10039,40.824319,-73.93712,10,9,236,1060198,1020160100,Central Harlem North-Polo Grounds                                          
2013-14,M011,02M011,P.S. 011 William T. Harris,M011,320 WEST  21 STREET,M,2,820,,1,P.S. 011 William T. Harris,0,1,0,1,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,MANHATTAN,10011,40.744349,-74.000253,4,3,89,1013260,1007440024,Hudson Yards-Chelsea-Flatiron-Union Square                                 
